stop_name,stop_lon,stop_id,stop_lat,parent_station,location_type
Gojam Berenda (Tefera Buillding),38.7418327,node/7084722457,9.0341305,,0
Dej. Wube (Ras Abebe School),38.7533374,node/7084722458,9.0404538,,0
Wube Bereha,38.7544994,node/7084722459,9.0440672,,0
Menen,38.7588473,node/7084722460,9.0515491,,0
Tsehay Chora (ShiroMeda),38.7598297,node/7084722461,9.0584002,,0
Sebategna (Taem Bakery),38.7332661,node/7084873006,9.0274958,,0
Mola Maru (Jos Hansen),38.7380924,node/7084873007,9.0188835,,0
Geja Sefer (Darmar),38.7382054,node/7084873008,9.0167149,,0
Kera (Green Market),38.7486804,node/7084873009,8.9856954,,0
Kera (Mexico Stop),38.7518917,node/7084873010,8.9841757,,0
MOHA (Pepsi Factory),38.7560749,node/7084873011,8.9824212,,0
Saris (Shoa Bakery),38.7635412,node/7084873012,8.9547202,,0
Kera (Saris Stop),38.7509324,node/7084873013,8.9844206,,0
Guenet Hotel (Orbis),38.7469466,node/7084873014,9.002055,,0
St. Lideta Church,38.736541,node/7084873015,9.0111972,,0
Abenet (Joshansen),38.733649,node/7084873016,9.0192478,,0
Canada Embassy,38.7373207,node/7084932737,8.9951157,,0
Mechare Meda,38.7311778,node/7084932738,8.9973163,,0
Bisrate Gebrael,38.7239615,node/7084932739,8.9892732,,0
Zenebework (Crossing),38.705264,node/7084932740,8.9850622,,0
Ayer Tena,38.6961239,node/7084932741,8.9838449,,0
Kidane Mihret (Roundabout),38.6887357,node/7084932742,8.9917639,,0
Kidane Mihret (2),38.690106,node/7084932743,8.9910254,,0
Augusta Bridge (Tor Hailoch),38.7185689,node/7084932745,9.0056187,,0
Mexico,38.7445753,node/7084932747,9.0114539,,0
Goro Roundabout,38.8285018,node/7098810331,8.9839859,,0
Kotebe Shet',38.8370059,node/7098810332,8.9678887,,0
Bole Lemi,38.8352869,node/7098810333,8.9585287,,0
Endorro 2,38.8219339,node/7098810334,8.9405669,,0
Kilinto Right (Heniken),38.8152364,node/7098810335,8.9007946,,0
Koye Feche 4,38.8240221,node/7098810336,8.8947925,,0
Koye Feche 3,38.8277372,node/7098810337,8.8925887,,0
Koye Feche 2,38.8313712,node/7098810338,8.896302,,0
Koye Feche,38.8270083,node/7098810339,8.9045894,,0
Goro Roundabout,38.8289328,node/7098810340,8.9837967,,0
Kotebe Shet',38.8374461,node/7098810341,8.9678046,,0
Bole Lemi,38.8354629,node/7098810342,8.9573187,,0
Endorro 2,38.8217947,node/7098810343,8.9393928,,0
Endorro 1,38.820007,node/7098810344,8.9307029,,0
kilinto (Heniken Brewery),38.8155747,node/7098810345,8.9005132,,0
Gurd-shola,38.8196082,node/7098833728,9.0192718,,0
Civil Service College,38.8331381,node/7098833729,9.021924,,0
St. Michael,38.8400876,node/7098833730,9.021617,,0
Sunshine Apartments,38.8524287,node/7098833731,9.0193173,,0
Gomista,38.8575794,node/7098833732,9.0019915,,0
Hasset Photo,38.8588022,node/7098833735,8.9918735,,0
Sunshine Apartments,38.8521013,node/7098833736,9.0190988,,0
CMC (Apartments),38.8504565,node/7098833737,9.0208488,,0
St. Michael,38.8401568,node/7098833738,9.0213567,,0
Merkato,38.7312293,node/7102193971,9.0337594,,0
Mesalemia (Area Police),38.7254909,node/7102193972,9.0338552,,0
Luwkanda,38.7086533,node/7102193973,9.0332635,,0
Comprensive,38.7049566,node/7102193974,9.0338494,,0
Gefersa,38.642409,node/7102193975,9.031909,,0
Gojo (Kela),38.6117467,node/7102193976,9.0563274,,0
Gojo (Kela),38.6120244,node/7102193977,9.0560454,,0
Gefersa (2),38.6265192,node/7102193978,9.0375371,,0
Gefersa,38.6329501,node/7102193979,9.0356795,,0
Ashewa Meda (1),38.6674596,node/7102193980,9.0328635,,0
Kersa (1),38.6760437,node/7102193981,9.0286003,,0
Feli Doro (2),38.687173,node/7102193982,9.0343761,,0
Mesalemia,38.7244946,node/7102193983,9.0344498,,0
Merkato,38.7312074,node/7102269985,9.0338637,,0
Ayer Tena,38.6977085,node/7103202615,8.9821491,,0
German Bridge,38.7316085,node/7103202616,8.9647174,,0
Mebrathile (EEPCo),38.7342372,node/7103202617,8.9470109,,0
Saris Abo,38.7692016,node/7103202619,8.9444277,,0
Saris Abo,38.7666082,node/7103202620,8.944353,,0
Kality Maseltegna,38.7645892,node/7103202621,8.9336411,,0
Hana Mariam (Bridge),38.7550031,node/7103202622,8.930547,,0
Mickael Bridge,38.72738,node/7103202623,8.9653607,,0
Ayer Tena,38.6976219,node/7103202625,8.9820533,,0
Bel Air,38.7729637,node/7104888674,9.0323651,,0
CMC (Apartments),38.8506098,node/7105158906,9.0211237,,0
Tafo Condominium 2,38.8774831,node/7105158907,9.0462589,,0
Tafo Condominium 1,38.8775457,node/7105158908,9.0502639,,0
Mebrat (Lafto),38.7490031,node/7105268824,8.9593839,,0
Dildiy Mariam,38.7497551,node/7105268825,8.9587047,,0
Lafto (Mickael),38.7504407,node/7105268826,8.9537745,,0
Lafto,38.7493803,node/7105268828,8.9465504,,0
Lafto (Primary School),38.7450783,node/7105268830,8.9558865,,0
Post Office (Ambassador),38.7534558,node/7105398617,9.0185243,,0
6 Kilo,38.761425,node/7105398618,9.0462,,0
Teferi Mekonen,38.7623138,node/7105398619,9.0522977,,0
Marathon Motor (Megenagna),38.7999868,node/7105584907,9.022269,,0
Arat Kilo,38.762507,node/7105584908,9.0332665,,0
Piassa Arada,38.7532588,node/7105584909,9.0341288,,0
Arat Kilo,38.7625094,node/7105584911,9.0332715,,0
Abebe Sook,38.7888307,node/7105584912,9.0289345,,0
Abune Petros,38.7492708,node/7105840324,9.0358919,,0
Yohannes,38.745898,node/7105840325,9.0424895,,0
Arbegnoch Primary School,38.7421685,node/7105840326,9.0472271,,0
Enqulal Fabrica,38.7376837,node/7105840327,9.0485317,,0
Yohannes,38.7450108,node/7105840330,9.0434044,,0
Enqulal Fabrica,38.7373533,node/7105840331,9.0481067,,0
Sefera,38.7350358,node/7107670562,8.9209077,,0
Mebrathile (EEPCo),38.7332384,node/7107670563,8.94963,,0
Mekanisa Abo,38.7341183,node/7107670564,8.9829863,,0
Jemmo 2,38.6879228,node/7107789218,8.9606298,,0
Piassa (Downtown Cafe),38.7511477,node/7107789219,9.0319297,,0
Jemmo 2,38.6878636,node/7107789220,8.9605732,,0
Kera,38.7483037,node/7108224469,8.9860956,,0
Kazanchis (6th),38.7701955,node/7110438105,9.0171928,,0
Signal,38.7815333,node/7110438107,9.0234853,,0
Dinberwa Hospital,38.7867845,node/7110438108,9.0221973,,0
Lem Hotel,38.7940254,node/7110438109,9.0212061,,0
Signal,38.7815645,node/7110438116,9.023369,,0
Kality Gebriel,38.7640618,node/7110725239,8.9104302,,0
Addis Sefer (Overpass),38.7673729,node/7110725240,8.9572931,,0
Bole Mickael (2),38.7723221,node/7110725241,8.9799499,,0
Bole Bridge,38.7903601,node/7110725242,8.9867261,,0
MOENCO,38.7957512,node/7110725243,8.9948785,,0
Sport Academy,38.7988652,node/7110725244,9.0009401,,0
Anbessa Garage,38.8030776,node/7110725245,9.0077883,,0
Anbessa Garage,38.8032793,node/7110725247,9.0076034,,0
Emperial Hotel,38.8009424,node/7110725248,9.0037859,,0
Bole (Bora Amusement),38.7947105,node/7110725250,8.9910225,,0
Bole Mickael (2),38.7721474,node/7110725251,8.9795995,,0
Addis Sefer,38.7676814,node/7110725252,8.9603711,,0
Saris Abo,38.7692206,node/7110725253,8.945759,,0
Kality (Correctional Facility),38.7648588,node/7110725254,8.9234126,,0
Kality Meneharia,38.7718808,node/7110725256,8.8959395,,0
Autobis Tera,38.7372851,node/7111821015,9.0302352,,0
Chid Tera,38.721592,node/7112123457,9.0374493,,0
Mebrathail,38.7149359,node/7112123458,9.0294949,,0
Kolfe Keranyo,38.7177803,node/7112123459,9.0173854,,0
Keranio Bridge,38.708993,node/7112123460,9.0193846,,0
Kolfe Keranyo,38.7176821,node/7112123462,9.0170237,,0
Abysinia Coffee,38.7163686,node/7112123463,9.0370321,,0
Chid Tera,38.7208971,node/7112123464,9.0376714,,0
Old Airport (Mobil),38.7188624,node/7112215078,8.9998854,,0
Minaye (Shoa Supermarket),38.7196192,node/7112215079,9.008471,,0
Augusta Bridge (Tor Hailoch),38.7188519,node/7112280394,9.0056155,,0
Akaki Subcity Office (Menaheria),38.770309,node/7112648162,8.8973286,,0
Kality (Correctional Facility),38.7641522,node/7112648163,8.9224149,,0
Techtra Engineering,38.7676362,node/7112648164,8.9281178,,0
Kality Maseltegna,38.7669427,node/7112648166,8.9323914,,0
Wehalemat,38.768315,node/7112648167,8.9298175,,0
TAF Oil (Tulu Dimtu),38.8091005,node/7112648172,8.8705655,,0
Autobis Tera,38.7381207,node/7112755342,9.0308454,,0
4 Kilo Minilik School,38.7629695,node/7214490240,9.0351361,,0
Lideta High Court,38.7335924,node/10672961244,9.0117316,,0
Yeka 03,38.8773834,node/10823916391,9.0381854,,0
Kality Maseltegna,38.7642175,node/11033818192,8.9361073,,0
Mexico,38.7438741,node/11033818195,9.0089885,,0
Autobis Tera,38.7377146,node/11033818200,9.0299591,,0
Saris Abo,38.7661144,node/11034015157,8.9450004,,0
Piassa Arada,38.7522899,node/11034015158,9.0331054,,0
Piassa Arada,38.7511155,node/11034015159,9.0321742,,0
Shero Meda,38.7612633,node/11034031011,9.0626384,,0
Arat Kilo,38.7654122,node/11034209866,9.0321373,,0
Kara Kore,38.6806691,node/11034280233,8.9753965,,0
Ayer Tena,38.6960927,node/11034280234,8.9825611,,0
Kara Kore,38.6805349,node/11034280236,8.9753861,,0
Lion Zoo (PEPSI Kiosk),38.7614325,node/11034427397,9.0426561,,0
Saris,38.7634093,node/11034511605,8.9535755,,0
Megenagna,38.8004821,node/11034647605,9.0221498,,0
Ayer Tena,38.6971291,node/11035502832,8.9837379,,0
Ayer Tena,38.7015659,node/11035502833,8.9836981,,0
Bisrate Gebrael,38.7255627,node/11035532608,8.9914198,,0
Estifanos,38.7636411,node/11035607130,9.0107497,,0
Lideta Condominium,38.7386025,node/11035607131,9.0109263,,0
Zenebework,38.7080773,node/11035662205,8.9882771,,0
Noc,38.6701962,node/11035914859,8.9494175,,0
Noc,38.6699835,node/11035914860,8.9490541,,0
Ayer Tena,38.6967597,node/11035914865,8.9834038,,0
Ayer Tena,38.6960161,node/11035914869,8.9825038,,0
Saris Abo,38.7693583,node/11036079238,8.9444406,,0
Tulu Dimtu Adebabay,38.819824,node/11036769860,8.8736134,,0
Saris Abo,38.7659694,node/11036769861,8.9458383,,0
Dil Ber,38.7375586,node/11037128648,9.0713656,,0
Mama,38.6466135,node/11037149942,8.9213766,,0
Sansusi,38.6890883,node/11042897810,9.0714467,,0
Bole Arabsa (2),38.884825,node/11043826061,8.984528,,0
Nebu Mikael,38.876972,node/11043826062,9.0020038,,0
Noah Real Estate,38.8779351,node/11043826063,9.0100045,,0
Aba Kiros Roundabout,38.8778595,node/11057053412,9.055687,,0
Sululta,38.7589682,node/11083569807,9.1824886,,0
Sululta,38.7589772,node/11083569808,9.182486,,0
Kality Total,38.7731535,node/11141680766,8.8946653,,0
Goro Roundabout,38.8299116,node/11141680787,8.9900772,,0
MWA Plastic Industry,38.8185734,node/11141680788,8.917506,,0
Tulu Dimtu,38.8193717,node/11141681405,8.8751908,,0
Gurd-shola,38.8208064,node/11167384416,9.0190573,,0
Bole Mickael,38.7767317,node/11171800355,8.981728,,0
Wollo Sefer,38.7750827,node/11171800356,8.9934713,,0
Dembel,38.7662677,node/11171800357,9.0069848,,0
St. George Church,38.7524175,node/11380086432,9.0363938,,0
Piassa Arada,38.7513787,node/11380367569,9.0358692,,0
Mexico,38.7429072,node/11380367570,9.0105951,,0
Bole Bulbula,38.7853078,node/11381312090,8.948586,,0
Bole Bulbula,38.7853003,node/11381312091,8.9490382,,0
93 Mazoria,38.7857053,node/11381312092,8.9604465,,0
Key Afer,38.7873183,node/11381312094,8.964209,,0
Key Afer,38.7872097,node/11381312095,8.9641941,,0
Shola,38.7465303,node/11399912955,9.0480538,,0
Piassa Arada,38.7527875,node/11400026861,9.0361205,,0
Jemmo 3,38.6984211,node/11400026865,8.955829,,0
Megenagna,38.8009034,node/11400973366,9.021641,,0
6 Kilo,38.7641678,node/11400973367,9.0428467,,0
Afincho Ber,38.7567444,node/11400973368,9.0444476,,0
Del Ber School,38.7410424,node/11401004969,9.0558449,,0
Adisu Gebeya,38.737104,node/11401004971,9.0598253,,0
Adissu Gebeya,38.7372594,node/11401004973,9.0598685,,0
6 Kilo,38.7642074,node/11401004974,9.0429723,,0
Afincho Ber,38.756873,node/11401004975,9.0445837,,0
Megenagna,38.8019641,node/11401435281,9.0210548,,0
Mamo,38.7654962,node/11401435283,8.9737797,,0
Yosef,38.7668165,node/11401435284,8.970564,,0
Kadisco,38.7663384,node/11401435285,8.9662262,,0
Haile Garment,38.7370879,node/11401435286,8.9369803,,0
Haile Garment,38.7356714,node/11401435287,8.9375484,,0
Hana Mariam,38.7441726,node/11401435289,8.9361579,,0
Kadisco,38.7660138,node/11401435290,8.966209,,0
Yosef,38.7665593,node/11401435291,8.9705358,,0
Mamo,38.7652031,node/11401435292,8.9737884,,0
Megenagna,38.8019957,node/11401435293,9.0207021,,0
Mexico,38.7453436,node/11401627123,9.0111053,,0
Mexico,38.7477242,node/11401627124,9.0125598,,0
Megenagna,38.8042886,node/11402646169,9.020021,,0
Mexico,38.7488494,node/11402646171,9.0113049,,0
Edna Mall,38.7869305,node/11403413704,8.9974843,,0
Bole,38.794928,node/11403413706,8.9916854,,0
Bole,38.7927404,node/11403413707,8.9907555,,0
Alem Gena,38.6529626,node/11405387337,8.9232041,,0
Zenebework,38.708026,node/11405450799,8.9887676,,0
Tabot Maderya,38.7087257,node/11405450800,8.9964827,,0
Weyra Sefer,38.7069902,node/11405450801,9.0043151,,0
Bethel,38.6944806,node/11405450802,9.0058306,,0
Bethel,38.694351,node/11405450804,9.0042825,,0
Weyra Sefer,38.7070543,node/11405450806,9.0044243,,0
Tabot Maderya,38.7088343,node/11405450807,8.9964985,,0
Tor Hailoch,38.7195647,node/11405450808,9.0084101,,0
Bole (Bora Amusement),38.7943416,node/11405492951,8.9911572,,0
Megenagna,38.8000261,node/11406154070,9.0224156,,0
Sebeta,38.6265316,node/11409547051,8.9125499,,0
Sebeta,38.6265555,node/11409547052,8.9125014,,0
Chera Medhanilem,38.7491187,node/11409931057,8.9034982,,0
Gelan Condominium,38.7649397,node/11409931059,8.8779471,,0
Gelan Condominium,38.7656221,node/11409931061,8.8785235,,0
Repi Highschool,38.6770673,node/11411722070,8.9770501,,0
Ajamba Meskid,38.6727904,node/11411722072,8.9796818,,0
Ajamba,38.6686783,node/11411722075,8.9817301,,0
Ajamba,38.6689126,node/11411722076,8.9816108,,0
Yekatit 12 Hospital,38.7603148,node/11411760271,9.0440833,,0
6 Kilo,38.7621019,node/11411760272,9.0435287,,0
Piassa Arada,38.7526157,node/11411760274,9.0381743,,0
Frensaye Kela,38.7737387,node/11411760275,9.0551623,,0
Ferensay,38.7775924,node/11411760277,9.0570997,,0
Ferensay,38.7780891,node/11411760278,9.0571515,,0
St. George Church,38.7517505,node/11411869243,9.0386666,,0
St. George Church,38.7519934,node/11411869244,9.0379325,,0
Aba Kiros,38.8781238,node/11412470835,9.0563934,,0
Aba Kiros,38.8785245,node/11412470836,9.0561257,,0
Mexico,38.7438042,node/11412523438,9.0102485,,0
Hachalu Squer,38.6964762,node/11412604056,8.953828,,0
Tabelew,38.6590111,node/11412604057,8.9274899,,0
Ubedi Academy,38.6548217,node/11412604058,8.9244214,,0
Mariam Gedam,38.6332445,node/11412604060,8.9143691,,0
Alem Gena,38.6639491,node/11412604062,8.9339408,,0
Chaina Camp,38.7060678,node/11412604063,8.9757747,,0
Chaina Camp,38.7055381,node/11412604064,8.9756978,,0
Ayer Tena,38.6970702,node/11412604066,8.9834299,,0
Teklehaymanot,38.7426507,node/11412809612,9.0281995,,0
Bole Bridge,38.7897549,node/11412861795,8.9885421,,0
Mexico,38.7497526,node/11412861796,9.0113665,,0
Mexico,38.744626,node/11413149803,9.0095747,,0
Goro,38.8301334,node/11414255395,8.9924388,,0
Medhanalem,38.8390061,node/11414255396,9.0011322,,0
Ayat Roundabout,38.8748324,node/11414255397,9.0205528,,0
Tulu Dimtu,38.8197312,node/11414255399,8.8753813,,0
Bole Bridge,38.789865,node/11414368236,8.9887101,,0
Addisu Gebeya,38.7349946,node/11414368237,9.0622352,,0
Bole Bridge,38.7884698,node/11415257682,8.9858293,,0
Bole Bridge,38.7906382,node/11415257683,8.9864965,,0
Kality Meneharia,38.7715564,node/11415257684,8.8960841,,0
Kality Meneharia,38.7701278,node/11415257685,8.8976883,,0
Stadium,38.7590485,node/11416742888,9.0103813,,0
Stadium,38.7592471,node/11416742889,9.0102313,,0
Tulu Dimtu Adebabay,38.8189566,node/11416775507,8.874274,,0
Yeshi Total(2),38.8029331,node/11416775508,8.8681549,,0
Yeshi Total(2),38.8031262,node/11416775509,8.8680091,,0
Yeshi Total,38.799347,node/11416775510,8.866627,,0
Yeshi Total,38.7994194,node/11416775511,8.8664508,,0
Kality Menaheria,38.7732914,node/11417018704,8.8942012,,0
Saris,38.763558,node/11417018705,8.9546973,,0
Saris,38.763576,node/11417018706,8.9531887,,0
Kality Menaheria,38.772939,node/11417018707,8.8948891,,0
Meshuwalekia Akaki,38.786426,node/11417137083,8.876602,,0
Koye Feche,38.8276353,node/11417137085,8.9033054,,0
Nifas Silk,38.8299068,node/11417137086,8.8940819,,0
Meshualekia,38.78682,node/11417137087,8.876212,,0
Koye Adebabay,38.8135431,node/11417137088,8.8990782,,0
Kilinto,38.7993025,node/11417137089,8.8898875,,0
Kilinto,38.8000603,node/11417137090,8.8900996,,0
Astu,38.8034802,node/11417137091,8.8931042,,0
Astu,38.8043302,node/11417137092,8.89332,,0
Koye Adebabay,38.8144979,node/11417137093,8.899173,,0
Meshuwalekia Akaki,38.7863072,node/11417137094,8.876212,,0
Addis Sefer,38.7674288,node/11417227013,8.9602578,,0
Yeshi Total,38.7989045,node/11417650902,8.8668617,,0
Yeshi Total,38.8007164,node/11417650903,8.8621909,,0
Ferensay,38.7769702,node/11417693225,9.0571149,,0
Weserbi Realestate,38.7095163,node/11417915838,9.1051223,,0
Classy Water,38.7146984,node/11417915839,9.1095427,,0
Ashewa,38.7538584,node/11417915840,9.1449034,,0
10 Kilo,38.7180322,node/11417915842,9.0932407,,0
Entoto Kela,38.7229982,node/11417915843,9.0843694,,0
Arsema Tsebel,38.7287537,node/11417915844,9.0812813,,0
Arsema Tsebel,38.7287841,node/11417915845,9.0813086,,0
Addisu Gebeya,38.7352493,node/11417915846,9.062587,,0
Addisu Gebeya,38.7350113,node/11417915847,9.0630004,,0
